id,name,language,size,multithread,version,vcs,location,tag
0,gcc,C:C++,big,n,9.4.0,archive,https://github.com/gcc-mirror/gcc/archive/refs/tags/releases/gcc-9.4.0.tar.gz,,
1,clang,C:C++,big,12.0.0,n,archive,https://github.com/llvm/llvm-project/releases/download/llvmorg-12.0.0/llvm-project-12.0.0.src.tar.xz,,
2,chromium,C:C++,big,,,,,
3,mysql,C:C++,big,y,8.0.28,archive,https://github.com/mysql/mysql-server/archive/refs/tags/mysql-8.0.28.tar.gz,,
4,ffmpeg,C,big,y,4.4.1,git,https://git.ffmpeg.org/ffmpeg.git,n4.4.1
5,,,,,,
6,,,,,,
7,,,,,,
8,,,,,,
9,,,,,,
10,,,,,,
11,,,,,,
12,,,,,,
13,,,,,,
14,,,,,,
15,,,,,,
